City,Average Cost for Two,Has Table Booking,Has Online Delivery,Is Delivering Now,Price Range,Aggregate Rating,Votes,Aggregate Rating/Average Cost for Two,Longitude_Of_City,Latitude_Of_City
New Delhi,3000,Yes,No,No,4,3.5,115,0.011666666666666667,28.6139,77.209
New Delhi,1000,Yes,No,No,3,3.3,165,0.003875,28.6139,77.209
New Delhi,500,No,Yes,No,2,3.4,41,0.004125,28.6139,77.209
New Delhi,1000,Yes,Yes,No,3,3.5,116,0.0068,28.6139,77.209
New Delhi,550,No,No,No,2,3.7,262,0.0034736842105263155,28.6139,77.209
New Delhi,400,No,No,No,1,3.5,364,0.005833333333333334,28.6139,77.209
New Delhi,600,No,No,No,2,2.8,28,0.0014,28.6139,77.209
New Delhi,400,No,No,No,1,3.2,12,0.0037,28.6139,77.209
New Delhi,450,No,No,No,1,2.8,22,0.0016,28.6139,77.209
New Delhi,400,No,No,No,1,2.9,6,0.0011666666666666668,28.6139,77.209
New Delhi,400,No,No,No,1,3.4,45,0.0033,28.6139,77.209
New Delhi,150,No,No,No,1,3.0,6,0.0068,28.6139,77.209
New Delhi,400,No,No,No,1,2.9,6,0.0035,28.6139,77.209
New Delhi,200,No,No,No,1,3.1,8,0.006727272727272728,28.6139,77.209
New Delhi,500,No,Yes,No,2,2.8,23,0.00875,28.6139,77.209
New Delhi,150,No,No,No,1,3.2,6,0.004666666666666666,28.6139,77.209
New Delhi,500,No,Yes,No,2,3.0,33,0.008,28.6139,77.209
New Delhi,200,No,No,No,1,3.0,5,0.006222222222222222,28.6139,77.209
New Delhi,600,No,No,No,2,3.4,159,0.0072499999999999995,28.6139,77.209
New Delhi,500,No,No,No,2,3.7,85,0.0085,28.6139,77.209
New Delhi,700,Yes,No,No,2,3.8,189,0.02,28.6139,77.209
New Delhi,500,No,Yes,No,2,3.7,519,0.0072499999999999995,28.6139,77.209
New Delhi,500,No,No,No,2,3.5,26,0.0155,28.6139,77.209
New Delhi,600,No,No,No,2,3.8,124,0.0056,28.6139,77.209
New Delhi,1100,Yes,No,No,3,3.6,711,0.021333333333333336,28.6139,77.209
New Delhi,500,No,No,No,2,3.6,109,0.006,28.6139,77.209
New Delhi,400,No,No,No,1,3.7,57,0.015,28.6139,77.209
New Delhi,350,No,No,No,1,3.6,88,0.005666666666666666,28.6139,77.209
New Delhi,200,No,No,No,1,0.0,0,0.0074,28.6139,77.209
New Delhi,100,No,No,No,1,0.0,0,0.0054285714285714284,28.6139,77.209
New Delhi,450,No,No,No,1,0.0,0,0.0074,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,0,0.007,28.6139,77.209
New Delhi,200,No,No,No,1,0.0,0,0.006333333333333333,28.6139,77.209
New Delhi,400,No,No,No,1,0.0,0,0.0032727272727272726,28.6139,77.209
New Delhi,500,No,No,No,2,0.0,0,0.0072,28.6139,77.209
New Delhi,200,No,No,No,1,0.0,1,0.009250000000000001,28.6139,77.209
New Delhi,150,No,No,No,1,0.0,0,0.010285714285714285,28.6139,77.209
New Delhi,400,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,150,No,No,No,1,0.0,1,0.0,28.6139,77.209
New Delhi,150,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,500,No,No,No,2,0.0,3,0.0,28.6139,77.209
New Delhi,100,No,No,No,1,0.0,1,0.0,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,3,0.0,28.6139,77.209
New Delhi,400,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,200,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,100,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,400,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,700,No,No,No,2,2.3,32,0.0,28.6139,77.209
New Delhi,500,No,No,No,2,4.1,271,0.0,28.6139,77.209
New Delhi,150,No,No,No,1,3.0,4,0.0,28.6139,77.209
New Delhi,250,No,No,No,1,0.0,1,0.0,28.6139,77.209
New Delhi,1200,Yes,No,No,3,3.3,176,0.0,28.6139,77.209
New Delhi,100,No,No,No,1,3.1,10,0.0,28.6139,77.209
New Delhi,650,No,Yes,No,2,3.3,73,0.0,28.6139,77.209
New Delhi,200,No,No,No,1,3.0,12,0.0,28.6139,77.209
New Delhi,300,No,No,No,1,3.4,13,0.0,28.6139,77.209
New Delhi,600,No,No,No,2,3.3,33,0.0032857142857142855,28.6139,77.209
New Delhi,700,No,Yes,No,2,3.4,104,0.008199999999999999,28.6139,77.209
New Delhi,300,No,Yes,No,1,3.2,12,0.02,28.6139,77.209
New Delhi,900,Yes,No,No,2,3.2,600,0.0,28.6139,77.209
New Delhi,600,No,No,No,2,3.2,13,0.00275,28.6139,77.209
New Delhi,700,No,Yes,No,2,2.7,8,0.031,28.6139,77.209
New Delhi,700,No,No,No,2,2.5,78,0.005076923076923077,28.6139,77.209
New Delhi,600,No,No,No,2,3.4,35,0.015,28.6139,77.209
New Delhi,500,No,No,No,2,3.4,16,0.011333333333333332,28.6139,77.209
New Delhi,300,No,Yes,No,1,2.5,7,0.0055,28.6139,77.209
New Delhi,400,No,Yes,No,1,2.8,26,0.004857142857142857,28.6139,77.209
New Delhi,400,No,Yes,No,1,3.3,29,0.010666666666666668,28.6139,77.209
New Delhi,350,No,No,No,1,2.7,16,0.0035555555555555557,28.6139,77.209
New Delhi,450,No,No,No,1,3.2,14,0.005333333333333334,28.6139,77.209
New Delhi,500,No,No,No,2,3.1,9,0.0038571428571428576,28.6139,77.209
New Delhi,250,No,No,No,1,2.9,7,0.0035714285714285713,28.6139,77.209
New Delhi,300,No,No,No,1,2.9,102,0.005666666666666666,28.6139,77.209
New Delhi,150,No,No,No,1,3.2,22,0.0068,28.6139,77.209
New Delhi,600,No,Yes,No,2,3.1,9,0.008333333333333333,28.6139,77.209
New Delhi,1600,Yes,No,No,3,3.1,128,0.006999999999999999,28.6139,77.209
New Delhi,1600,No,No,No,3,3.0,496,0.00825,28.6139,77.209
New Delhi,450,No,No,No,1,3.2,8,0.007714285714285715,28.6139,77.209
New Delhi,550,No,Yes,No,2,3.3,19,0.0071111111111111115,28.6139,77.209
New Delhi,600,No,No,No,2,3.4,35,0.0062,28.6139,77.209
New Delhi,600,No,Yes,No,2,3.2,53,0.0116,28.6139,77.209
New Delhi,600,No,Yes,No,2,3.0,39,0.009666666666666667,28.6139,77.209
New Delhi,300,No,No,No,1,3.3,25,0.021333333333333336,28.6139,77.209
New Delhi,300,No,No,No,1,3.2,28,0.005166666666666667,28.6139,77.209
New Delhi,500,No,Yes,No,2,3.4,44,0.0019375,28.6139,77.209
New Delhi,500,No,Yes,No,2,2.6,56,0.001875,28.6139,77.209
New Delhi,1500,Yes,Yes,No,3,3.9,245,0.0071111111111111115,28.6139,77.209
New Delhi,700,No,No,No,2,3.5,215,0.005999999999999999,28.6139,77.209
New Delhi,1200,Yes,Yes,No,3,3.6,386,0.005666666666666666,28.6139,77.209
New Delhi,350,No,Yes,No,1,3.8,460,0.005333333333333334,28.6139,77.209
New Delhi,600,No,Yes,No,2,3.6,146,0.005,28.6139,77.209
New Delhi,300,No,No,No,1,3.7,55,0.011,28.6139,77.209
New Delhi,1000,No,Yes,No,3,3.7,390,0.010666666666666668,28.6139,77.209
New Delhi,400,No,Yes,No,1,3.5,15,0.0068,28.6139,77.209
New Delhi,300,No,Yes,No,1,3.6,130,0.0052,28.6139,77.209
New Delhi,600,No,No,No,2,3.9,301,0.0026,28.6139,77.209
New Delhi,800,Yes,Yes,No,2,3.7,338,0.005,28.6139,77.209
New Delhi,1600,Yes,Yes,No,3,3.9,798,0.003,28.6139,77.209
New Delhi,900,No,Yes,No,2,3.8,192,0.010857142857142857,28.6139,77.209
New Delhi,700,No,Yes,No,2,3.8,196,0.006,28.6139,77.209
New Delhi,500,No,Yes,No,2,3.7,766,0.012333333333333333,28.6139,77.209
New Delhi,700,No,Yes,No,2,3.6,42,0.0037,28.6139,77.209
New Delhi,1400,Yes,Yes,No,3,3.6,139,0.00875,28.6139,77.209
New Delhi,300,No,Yes,No,1,3.8,24,0.012,28.6139,77.209
New Delhi,1500,Yes,Yes,No,3,3.5,208,0.0065,28.6139,77.209
New Delhi,1200,Yes,Yes,No,3,3.6,99,0.004625000000000001,28.6139,77.209
New Delhi,1800,Yes,Yes,No,3,3.7,601,0.0024375,28.6139,77.209
New Delhi,2000,Yes,Yes,No,4,3.8,354,0.004222222222222222,28.6139,77.209
New Delhi,1000,Yes,Yes,No,3,3.8,130,0.0054285714285714284,28.6139,77.209
New Delhi,900,No,Yes,No,2,3.8,303,0.0074,28.6139,77.209
New Delhi,900,Yes,Yes,No,2,3.8,306,0.005142857142857143,28.6139,77.209
New Delhi,800,No,No,No,2,3.7,304,0.0025714285714285713,28.6139,77.209
New Delhi,600,No,Yes,No,2,3.7,308,0.012666666666666666,28.6139,77.209
New Delhi,500,No,Yes,No,2,3.6,84,0.0023333333333333335,28.6139,77.209
New Delhi,1500,Yes,No,No,3,3.9,749,0.003,28.6139,77.209
New Delhi,1800,Yes,No,No,3,3.8,238,0.0020555555555555557,28.6139,77.209
New Delhi,200,No,No,No,1,0.0,2,0.0019,28.6139,77.209
New Delhi,200,No,No,No,1,0.0,2,0.0038,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,0,0.004222222222222222,28.6139,77.209
New Delhi,150,No,No,No,1,0.0,2,0.004222222222222222,28.6139,77.209
New Delhi,150,No,No,No,1,0.0,0,0.004625000000000001,28.6139,77.209
New Delhi,400,No,No,No,1,0.0,0,0.006166666666666667,28.6139,77.209
New Delhi,500,No,No,No,2,0.0,0,0.0072,28.6139,77.209
New Delhi,600,No,No,No,2,2.4,35,0.0026,28.6139,77.209
New Delhi,1750,Yes,Yes,No,3,4.1,711,0.002111111111111111,28.6139,77.209
New Delhi,1000,Yes,No,No,3,4.4,50,0.0,28.6139,77.209
New Delhi,400,No,Yes,No,1,4.1,561,0.0,28.6139,77.209
New Delhi,1500,Yes,Yes,No,3,4.0,183,0.0,28.6139,77.209
New Delhi,1700,Yes,Yes,No,3,4.1,242,0.0,28.6139,77.209
New Delhi,800,Yes,Yes,No,2,4.1,223,0.0,28.6139,77.209
New Delhi,900,Yes,Yes,No,2,4.1,769,0.0,28.6139,77.209
New Delhi,200,No,Yes,No,1,4.0,169,0.0,28.6139,77.209
New Delhi,1600,Yes,Yes,No,3,4.2,63,0.004,28.6139,77.209
New Delhi,1650,Yes,Yes,No,3,4.0,460,0.0023428571428571426,28.6139,77.209
New Delhi,600,No,Yes,No,2,4.0,782,0.0044,28.6139,77.209
New Delhi,900,No,Yes,No,2,4.2,95,0.010249999999999999,28.6139,77.209
New Delhi,550,No,Yes,No,2,4.2,372,0.0026666666666666666,28.6139,77.209
New Delhi,200,No,No,No,1,0.0,2,0.002411764705882353,28.6139,77.209
New Delhi,200,No,No,No,1,0.0,0,0.005124999999999999,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,0,0.004555555555555555,28.6139,77.209
New Delhi,600,No,No,No,2,0.0,1,0.02,28.6139,77.209
New Delhi,100,No,No,No,1,3.1,29,0.002625,28.6139,77.209
New Delhi,400,No,No,No,1,3.4,69,0.0024242424242424242,28.6139,77.209
New Delhi,400,No,Yes,No,1,2.8,109,0.006666666666666667,28.6139,77.209
New Delhi,800,No,No,No,2,2.8,15,0.004666666666666667,28.6139,77.209
New Delhi,600,No,No,No,2,3.4,76,0.0076363636363636364,28.6139,77.209
New Delhi,450,No,No,No,1,3.4,46,0.0,28.6139,77.209
New Delhi,450,No,No,No,1,3.2,87,0.0,28.6139,77.209
New Delhi,300,No,No,No,1,2.6,45,0.0,28.6139,77.209
New Delhi,700,No,No,No,2,2.5,109,0.0,28.6139,77.209
New Delhi,200,No,No,No,1,3.0,8,0.031,28.6139,77.209
New Delhi,300,No,No,No,1,3.3,35,0.0085,28.6139,77.209
New Delhi,450,No,Yes,No,1,2.8,81,0.006999999999999999,28.6139,77.209
New Delhi,350,No,Yes,No,1,3.1,72,0.0034999999999999996,28.6139,77.209
New Delhi,100,No,No,No,1,3.0,18,0.005666666666666666,28.6139,77.209
New Delhi,850,Yes,No,No,2,3.3,113,0.007555555555555555,28.6139,77.209
New Delhi,100,No,No,No,1,2.8,5,0.0071111111111111115,28.6139,77.209
New Delhi,300,No,No,No,1,3.3,51,0.008666666666666666,28.6139,77.209
New Delhi,150,No,No,No,1,2.9,5,0.0035714285714285713,28.6139,77.209
New Delhi,900,Yes,No,No,2,3.0,82,0.015,28.6139,77.209
New Delhi,600,No,Yes,No,2,3.0,12,0.011,28.6139,77.209
New Delhi,350,No,Yes,No,1,2.6,26,0.006222222222222222,28.6139,77.209
New Delhi,300,No,Yes,No,1,3.2,17,0.008857142857142857,28.6139,77.209
New Delhi,600,No,Yes,No,2,3.3,85,0.03,28.6139,77.209
New Delhi,1000,No,Yes,No,3,3.4,143,0.0038823529411764705,28.6139,77.209
New Delhi,300,No,No,No,1,3.4,39,0.027999999999999997,28.6139,77.209
New Delhi,2000,Yes,No,No,4,2.7,81,0.011,28.6139,77.209
New Delhi,250,No,No,No,1,3.3,69,0.019333333333333334,28.6139,77.209
New Delhi,200,No,No,No,1,2.6,16,0.0033333333333333335,28.6139,77.209
New Delhi,700,No,No,No,2,3.4,173,0.005,28.6139,77.209
New Delhi,400,No,No,No,1,3.2,45,0.0074285714285714285,28.6139,77.209
New Delhi,1100,No,No,No,3,2.7,50,0.010666666666666668,28.6139,77.209
New Delhi,600,No,Yes,No,2,3.4,427,0.0055,28.6139,77.209
New Delhi,450,No,Yes,No,1,2.6,138,0.0034,28.6139,77.209
New Delhi,100,No,No,No,1,3.0,14,0.011333333333333332,28.6139,77.209
New Delhi,450,No,Yes,No,1,2.8,51,0.00135,28.6139,77.209
New Delhi,700,No,Yes,No,2,3.1,130,0.0132,28.6139,77.209
New Delhi,900,Yes,Yes,No,2,4.6,1071,0.013000000000000001,28.6139,77.209
New Delhi,250,No,Yes,No,1,3.6,258,0.004857142857142857,28.6139,77.209
New Delhi,250,No,Yes,No,1,3.9,533,0.008,28.6139,77.209
New Delhi,150,No,No,No,1,3.7,93,0.002454545454545455,28.6139,77.209
New Delhi,550,No,Yes,No,2,3.7,484,0.005666666666666666,28.6139,77.209
New Delhi,1000,Yes,No,No,3,3.7,49,0.005777777777777778,28.6139,77.209
New Delhi,800,No,Yes,No,2,3.9,2724,0.03,28.6139,77.209
New Delhi,550,No,Yes,No,2,3.8,541,0.006222222222222222,28.6139,77.209
New Delhi,250,No,No,No,1,3.7,91,0.004428571428571428,28.6139,77.209
New Delhi,650,Yes,Yes,No,2,3.8,1970,0.0051111111111111105,28.6139,77.209
New Delhi,400,No,No,No,1,0.0,0,0.0144,28.6139,77.209
New Delhi,100,No,No,No,1,0.0,1,0.0156,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,1,0.024666666666666667,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,0,0.006727272727272728,28.6139,77.209
New Delhi,250,No,No,No,1,0.0,1,0.0037,28.6139,77.209
New Delhi,50,No,No,No,1,0.0,0,0.004875,28.6139,77.209
New Delhi,350,No,No,No,1,0.0,2,0.006909090909090909,28.6139,77.209
New Delhi,350,No,No,No,1,0.0,0,0.0148,28.6139,77.209
New Delhi,400,No,Yes,No,1,0.0,3,0.0058461538461538455,28.6139,77.209
New Delhi,200,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,350,No,No,No,1,0.0,3,0.0,28.6139,77.209
New Delhi,600,No,Yes,No,2,2.4,147,0.0,28.6139,77.209
New Delhi,700,No,Yes,No,2,2.4,148,0.0,28.6139,77.209
New Delhi,400,No,No,No,1,4.1,111,0.0,28.6139,77.209
New Delhi,700,Yes,Yes,No,2,4.1,1384,0.0,28.6139,77.209
New Delhi,250,No,Yes,No,1,4.3,156,0.0,28.6139,77.209
New Delhi,900,No,No,No,2,4.3,4085,0.0,28.6139,77.209
New Delhi,850,No,Yes,No,2,4.4,1537,0.0,28.6139,77.209
New Delhi,700,Yes,No,No,2,4.2,1526,0.0,28.6139,77.209
New Delhi,400,No,No,No,1,2.8,45,0.0,28.6139,77.209
New Delhi,750,No,No,No,2,3.2,26,0.004,28.6139,77.209
New Delhi,350,No,No,No,1,3.1,13,0.0034285714285714284,28.6139,77.209
New Delhi,700,No,Yes,No,2,2.5,29,0.010249999999999999,28.6139,77.209
New Delhi,200,No,No,No,1,2.8,11,0.005857142857142857,28.6139,77.209
New Delhi,450,No,No,No,1,3.1,52,0.0172,28.6139,77.209
New Delhi,400,No,No,No,1,3.4,69,0.0047777777777777775,28.6139,77.209
New Delhi,350,No,No,No,1,3.0,36,0.0051764705882352945,28.6139,77.209
New Delhi,700,No,No,No,2,3.1,44,0.006,28.6139,77.209
New Delhi,450,No,No,No,1,2.8,8,0.006999999999999999,28.6139,77.209
New Delhi,500,No,No,No,2,3.5,28,0.004266666666666667,28.6139,77.209
New Delhi,800,No,No,No,2,3.7,182,0.008857142857142857,28.6139,77.209
New Delhi,350,No,No,No,1,3.6,93,0.0035714285714285713,28.6139,77.209
New Delhi,450,No,No,No,1,3.6,72,0.013999999999999999,28.6139,77.209
New Delhi,400,No,No,No,1,3.8,152,0.006888888888888889,28.6139,77.209
New Delhi,250,No,No,No,1,3.5,19,0.0085,28.6139,77.209
New Delhi,800,Yes,No,No,2,3.7,143,0.008571428571428572,28.6139,77.209
New Delhi,450,No,No,No,1,3.5,24,0.004428571428571428,28.6139,77.209
New Delhi,400,No,No,No,1,3.5,30,0.006222222222222222,28.6139,77.209
New Delhi,700,No,No,No,2,2.3,30,0.007,28.6139,77.209
New Delhi,350,No,No,No,1,3.0,9,0.004625000000000001,28.6139,77.209
New Delhi,500,No,No,No,2,3.2,10,0.010285714285714285,28.6139,77.209
New Delhi,500,No,No,No,2,3.2,15,0.008,28.6139,77.209
New Delhi,300,No,No,No,1,3.0,7,0.0095,28.6139,77.209
New Delhi,600,No,No,No,2,2.8,9,0.014,28.6139,77.209
New Delhi,350,No,No,No,1,3.3,32,0.004625000000000001,28.6139,77.209
New Delhi,400,No,No,No,1,2.9,4,0.0077777777777777776,28.6139,77.209
New Delhi,1200,Yes,Yes,No,3,3.3,56,0.00875,28.6139,77.209
New Delhi,600,No,No,No,2,3.0,16,0.0032857142857142855,28.6139,77.209
New Delhi,700,No,No,No,2,3.3,87,0.008571428571428572,28.6139,77.209
New Delhi,200,No,No,No,1,3.4,39,0.0064,28.6139,77.209
New Delhi,250,No,No,No,1,3.4,23,0.0064,28.6139,77.209
New Delhi,400,No,No,No,1,3.2,11,0.01,28.6139,77.209
New Delhi,450,No,Yes,No,1,2.6,15,0.004666666666666666,28.6139,77.209
New Delhi,500,No,Yes,No,2,3.3,65,0.009428571428571429,28.6139,77.209
New Delhi,300,No,No,No,1,3.1,7,0.0072499999999999995,28.6139,77.209
New Delhi,500,No,No,No,2,2.6,14,0.00275,28.6139,77.209
New Delhi,300,No,No,No,1,3.0,7,0.005,28.6139,77.209
New Delhi,500,No,No,No,2,2.7,14,0.004714285714285714,28.6139,77.209
New Delhi,400,No,No,No,1,3.0,4,0.017,28.6139,77.209
New Delhi,500,No,Yes,No,2,2.7,177,0.0136,28.6139,77.209
New Delhi,800,No,No,No,2,3.0,6,0.008,28.6139,77.209
New Delhi,350,No,No,No,1,2.7,39,0.005777777777777778,28.6139,77.209
New Delhi,200,No,No,No,1,3.3,27,0.0066,28.6139,77.209
New Delhi,300,No,Yes,No,1,3.1,14,0.010333333333333333,28.6139,77.209
New Delhi,100,No,No,No,1,3.1,15,0.0052,28.6139,77.209
New Delhi,400,No,Yes,No,1,2.6,50,0.01,28.6139,77.209
New Delhi,600,No,Yes,No,2,3.1,97,0.0054,28.6139,77.209
New Delhi,600,No,No,No,2,3.2,103,0.0075,28.6139,77.209
New Delhi,600,No,No,No,2,3.5,88,0.0054,28.6139,77.209
New Delhi,800,No,Yes,No,2,3.6,107,0.00375,28.6139,77.209
New Delhi,150,No,No,No,1,0.0,0,0.007714285714285715,28.6139,77.209
New Delhi,200,No,No,No,1,0.0,1,0.0165,28.6139,77.209
New Delhi,200,No,No,No,1,0.0,2,0.010333333333333333,28.6139,77.209
New Delhi,500,No,No,No,2,0.0,0,0.031,28.6139,77.209
New Delhi,200,No,No,No,1,0.0,0,0.006500000000000001,28.6139,77.209
New Delhi,400,No,No,No,1,0.0,1,0.005166666666666667,28.6139,77.209
New Delhi,400,No,No,No,1,0.0,0,0.005333333333333334,28.6139,77.209
New Delhi,400,No,No,No,1,0.0,1,0.005833333333333334,28.6139,77.209
New Delhi,250,No,No,No,1,0.0,0,0.0045000000000000005,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,400,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,400,No,No,No,1,0.0,2,0.0,28.6139,77.209
New Delhi,250,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,1,0.0,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,200,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,500,No,No,No,2,0.0,0,0.0,28.6139,77.209
New Delhi,350,No,No,No,1,0.0,2,0.0,28.6139,77.209
New Delhi,400,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,350,No,No,No,1,0.0,2,0.0,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,350,No,No,No,1,0.0,1,0.0,28.6139,77.209
New Delhi,250,No,No,No,1,0.0,2,0.0,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,1,0.0,28.6139,77.209
New Delhi,250,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,700,No,Yes,No,2,2.3,57,0.0,28.6139,77.209
New Delhi,800,Yes,Yes,No,2,3.4,122,0.0,28.6139,77.209
New Delhi,500,No,Yes,No,2,2.5,85,0.0,28.6139,77.209
New Delhi,400,No,No,No,1,2.6,55,0.0,28.6139,77.209
New Delhi,1200,Yes,Yes,No,3,3.4,35,0.0,28.6139,77.209
New Delhi,300,No,No,No,1,3.5,56,0.0,28.6139,77.209
New Delhi,1200,Yes,No,No,3,2.3,118,0.0,28.6139,77.209
New Delhi,450,No,No,No,1,3.0,29,0.0,28.6139,77.209
New Delhi,700,No,No,No,2,3.0,63,0.0,28.6139,77.209
New Delhi,150,No,No,No,1,3.3,14,0.0032857142857142855,28.6139,77.209
New Delhi,500,No,No,No,2,3.6,62,0.00425,28.6139,77.209
New Delhi,350,No,No,No,1,0.0,2,0.005,28.6139,77.209
New Delhi,1600,No,No,No,3,3.5,83,0.006500000000000001,28.6139,77.209
New Delhi,1500,Yes,No,No,3,3.8,118,0.002833333333333333,28.6139,77.209
New Delhi,1800,Yes,Yes,No,3,3.1,134,0.011666666666666667,28.6139,77.209
New Delhi,550,No,No,No,2,2.8,138,0.0019166666666666666,28.6139,77.209
New Delhi,400,No,Yes,No,1,3.8,152,0.006666666666666667,28.6139,77.209
New Delhi,850,No,Yes,No,2,3.5,246,0.004285714285714286,28.6139,77.209
New Delhi,600,No,No,No,2,3.8,426,0.022,28.6139,77.209
New Delhi,700,No,No,No,2,3.9,71,0.0072,28.6139,77.209
New Delhi,350,No,No,No,1,3.7,229,0.0,28.6139,77.209
New Delhi,2500,Yes,Yes,No,4,3.7,984,0.0021875,28.6139,77.209
New Delhi,1200,No,No,No,3,3.5,295,0.002533333333333333,28.6139,77.209
New Delhi,1500,No,No,No,3,4.4,2777,0.0017222222222222222,28.6139,77.209
New Delhi,400,No,Yes,No,1,4.1,397,0.00509090909090909,28.6139,77.209
New Delhi,400,No,No,No,1,4.1,71,0.0095,28.6139,77.209
New Delhi,550,No,No,No,2,3.2,118,0.00411764705882353,28.6139,77.209
New Delhi,750,No,Yes,No,2,3.6,161,0.006333333333333333,28.6139,77.209
New Delhi,400,No,No,No,1,3.9,91,0.005571428571428571,28.6139,77.209
New Delhi,400,No,Yes,No,1,3.9,360,0.010571428571428572,28.6139,77.209
New Delhi,700,No,No,No,2,3.7,69,0.00148,28.6139,77.209
New Delhi,600,No,No,No,2,3.7,134,0.002916666666666667,28.6139,77.209
New Delhi,400,No,No,No,1,3.8,154,0.0029333333333333334,28.6139,77.209
New Delhi,350,No,Yes,No,1,3.9,98,0.010249999999999999,28.6139,77.209
New Delhi,400,No,Yes,No,1,3.8,159,0.010249999999999999,28.6139,77.209
New Delhi,450,No,Yes,No,1,3.7,169,0.005818181818181819,28.6139,77.209
New Delhi,700,No,No,No,2,3.9,109,0.0048000000000000004,28.6139,77.209
New Delhi,1250,No,No,No,3,3.8,170,0.00975,28.6139,77.209
New Delhi,500,No,No,No,2,4.0,154,0.00975,28.6139,77.209
New Delhi,700,No,No,No,2,2.7,59,0.005285714285714286,28.6139,77.209
New Delhi,1500,Yes,Yes,No,3,2.7,112,0.006166666666666667,28.6139,77.209
New Delhi,200,No,No,No,1,3.0,11,0.0095,28.6139,77.209
New Delhi,300,No,No,No,1,3.6,195,0.011142857142857142,28.6139,77.209
New Delhi,500,No,Yes,No,2,3.5,100,0.0095,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,0,0.008222222222222223,28.6139,77.209
New Delhi,500,No,Yes,No,2,2.4,65,0.005571428571428571,28.6139,77.209
New Delhi,300,No,No,No,1,2.9,7,0.0030399999999999997,28.6139,77.209
New Delhi,350,No,No,No,1,2.9,8,0.008,28.6139,77.209
New Delhi,100,No,No,No,1,2.7,10,0.0038571428571428576,28.6139,77.209
New Delhi,600,No,No,No,2,3.2,21,0.0018000000000000002,28.6139,77.209
New Delhi,200,No,No,No,1,2.8,13,0.015,28.6139,77.209
New Delhi,450,No,No,No,1,2.7,24,0.012,28.6139,77.209
New Delhi,500,No,No,No,2,3.3,19,0.007,28.6139,77.209
New Delhi,300,No,Yes,No,1,3.2,16,0.0,28.6139,77.209
New Delhi,100,No,No,No,1,3.0,7,0.0048,28.6139,77.209
New Delhi,150,No,No,No,1,3.1,12,0.009666666666666667,28.6139,77.209
New Delhi,400,No,Yes,No,1,3.1,11,0.008285714285714285,28.6139,77.209
New Delhi,300,No,No,No,1,2.8,12,0.027000000000000003,28.6139,77.209
New Delhi,400,No,No,No,1,3.1,9,0.005333333333333334,28.6139,77.209
New Delhi,500,No,No,No,2,3.0,19,0.013999999999999999,28.6139,77.209
New Delhi,250,No,No,No,1,2.7,21,0.006,28.6139,77.209
New Delhi,400,No,Yes,No,1,3.4,17,0.0066,28.6139,77.209
New Delhi,500,No,No,No,2,3.2,14,0.010666666666666668,28.6139,77.209
New Delhi,300,No,Yes,No,1,2.8,4,0.03,28.6139,77.209
New Delhi,700,No,Yes,No,2,3.2,38,0.020666666666666667,28.6139,77.209
New Delhi,200,No,No,No,1,3.1,17,0.00775,28.6139,77.209
New Delhi,650,No,Yes,No,2,3.3,61,0.009333333333333332,28.6139,77.209
New Delhi,350,No,No,No,1,3.2,19,0.00775,28.6139,77.209
New Delhi,400,No,No,No,1,2.9,4,0.006,28.6139,77.209
New Delhi,500,No,No,No,2,3.1,22,0.0108,28.6139,77.209
New Delhi,400,No,Yes,No,1,2.7,12,0.0085,28.6139,77.209
New Delhi,350,No,Yes,No,1,3.2,14,0.0064,28.6139,77.209
New Delhi,500,No,Yes,No,2,3.1,25,0.009333333333333332,28.6139,77.209
New Delhi,260,No,No,No,1,0.0,1,0.004571428571428572,28.6139,77.209
New Delhi,150,No,No,No,1,0.0,2,0.0155,28.6139,77.209
New Delhi,500,No,No,No,2,0.0,0,0.005076923076923077,28.6139,77.209
New Delhi,500,No,No,No,2,0.0,2,0.009142857142857144,28.6139,77.209
