City,Average Cost for Two,Has Table Booking,Has Online Delivery,Is Delivering Now,Price Range,Aggregate Rating,Votes,Aggregate Rating/Average Cost for Two,Longitude_Of_City,Latitude_Of_City
New Delhi,400,No,No,No,1,0.0,3,0.0,28.6139,77.209
New Delhi,400,No,Yes,No,1,3.1,10,0.0,28.6139,77.209
New Delhi,2200,Yes,No,No,4,3.5,218,0.0,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,1,0.0,28.6139,77.209
New Delhi,1500,Yes,No,No,3,0.0,1,0.0,28.6139,77.209
New Delhi,600,No,No,No,2,0.0,0,0.0,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,1,0.0,28.6139,77.209
New Delhi,200,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,200,No,No,No,1,0.0,1,0.0,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,1,0.0,28.6139,77.209
New Delhi,250,No,No,No,1,3.4,44,0.00775,28.6139,77.209
New Delhi,500,No,No,No,2,3.0,7,0.001590909090909091,28.6139,77.209
New Delhi,100,No,No,No,1,3.1,4,0.0,28.6139,77.209
New Delhi,250,No,Yes,No,1,2.7,4,0.0,28.6139,77.209
New Delhi,250,No,No,No,1,2.8,8,0.0,28.6139,77.209
New Delhi,400,No,Yes,No,1,2.7,7,0.0,28.6139,77.209
New Delhi,450,No,Yes,No,1,3.2,56,0.0,28.6139,77.209
New Delhi,150,No,Yes,No,1,3.3,6,0.0,28.6139,77.209
New Delhi,600,No,No,No,2,3.0,4,0.0,28.6139,77.209
New Delhi,100,No,Yes,No,1,2.6,10,0.0136,28.6139,77.209
New Delhi,550,No,No,No,2,3.3,40,0.006,28.6139,77.209
New Delhi,700,No,Yes,No,2,3.4,49,0.031,28.6139,77.209
New Delhi,100,No,No,No,1,3.0,4,0.0108,28.6139,77.209
New Delhi,400,No,No,No,1,2.7,9,0.0112,28.6139,77.209
New Delhi,450,No,Yes,No,1,2.6,102,0.006750000000000001,28.6139,77.209
New Delhi,200,No,No,No,1,3.8,183,0.0071111111111111115,28.6139,77.209
New Delhi,650,No,Yes,No,2,3.7,270,0.022,28.6139,77.209
New Delhi,600,No,Yes,No,2,3.6,75,0.005,28.6139,77.209
New Delhi,800,Yes,Yes,No,2,3.5,116,0.026000000000000002,28.6139,77.209
New Delhi,250,No,No,No,1,0.0,0,0.005999999999999999,28.6139,77.209
New Delhi,250,No,Yes,No,1,0.0,3,0.004857142857142857,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,3,0.03,28.6139,77.209
New Delhi,250,No,No,No,1,0.0,2,0.006750000000000001,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,1,0.005777777777777778,28.6139,77.209
New Delhi,300,No,Yes,No,1,0.0,2,0.019,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,0,0.005692307692307693,28.6139,77.209
New Delhi,600,No,No,No,2,0.0,2,0.006,28.6139,77.209
New Delhi,400,No,Yes,No,1,0.0,0,0.004375,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,150,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,100,No,No,No,1,0.0,1,0.0,28.6139,77.209
New Delhi,200,No,Yes,No,1,0.0,3,0.0,28.6139,77.209
New Delhi,350,No,Yes,No,1,0.0,1,0.0,28.6139,77.209
New Delhi,300,No,Yes,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,250,No,No,No,1,0.0,1,0.0,28.6139,77.209
New Delhi,500,No,No,No,2,0.0,0,0.0,28.6139,77.209
New Delhi,150,No,No,No,1,0.0,2,0.0,28.6139,77.209
New Delhi,200,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,200,No,Yes,No,1,0.0,3,0.0,28.6139,77.209
New Delhi,400,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,400,No,Yes,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,500,No,No,No,2,0.0,0,0.0,28.6139,77.209
New Delhi,300,No,Yes,No,1,3.4,22,0.0,28.6139,77.209
New Delhi,600,No,Yes,No,2,3.0,32,0.0,28.6139,77.209
New Delhi,1000,Yes,Yes,No,3,3.1,8,0.0,28.6139,77.209
New Delhi,500,No,Yes,No,2,3.4,45,0.0,28.6139,77.209
New Delhi,700,No,No,No,2,2.5,47,0.0,28.6139,77.209
New Delhi,650,No,Yes,No,2,3.4,59,0.0,28.6139,77.209
New Delhi,550,No,Yes,No,2,2.9,39,0.0,28.6139,77.209
New Delhi,650,No,Yes,No,2,2.9,31,0.0,28.6139,77.209
New Delhi,800,No,Yes,No,2,2.8,54,0.0,28.6139,77.209
New Delhi,250,No,No,No,1,3.3,40,0.011333333333333332,28.6139,77.209
New Delhi,500,No,No,No,2,2.6,50,0.005,28.6139,77.209
New Delhi,600,No,No,No,2,3.1,18,0.0031,28.6139,77.209
New Delhi,500,No,No,No,2,3.1,33,0.0068,28.6139,77.209
New Delhi,300,No,Yes,No,1,3.0,41,0.0035714285714285713,28.6139,77.209
New Delhi,200,No,No,No,1,3.5,70,0.005230769230769231,28.6139,77.209
New Delhi,550,No,Yes,No,2,3.7,269,0.005272727272727273,28.6139,77.209
New Delhi,600,No,No,No,2,3.8,472,0.004461538461538461,28.6139,77.209
New Delhi,500,No,Yes,No,2,3.8,21,0.0034999999999999996,28.6139,77.209
New Delhi,1000,No,Yes,No,3,3.7,57,0.0132,28.6139,77.209
New Delhi,550,No,No,No,2,3.8,63,0.0052,28.6139,77.209
New Delhi,550,No,No,No,2,3.5,54,0.005166666666666667,28.6139,77.209
New Delhi,1000,Yes,No,No,3,0.0,2,0.0062,28.6139,77.209
New Delhi,500,No,No,No,2,3.5,515,0.01,28.6139,77.209
New Delhi,150,No,No,No,1,4.1,577,0.0175,28.6139,77.209
New Delhi,300,No,No,No,1,3.4,32,0.006727272727272728,28.6139,77.209
New Delhi,300,No,No,No,1,3.2,23,0.006333333333333333,28.6139,77.209
New Delhi,600,No,No,No,2,3.3,23,0.0076,28.6139,77.209
New Delhi,500,No,No,No,2,3.3,12,0.0037,28.6139,77.209
New Delhi,550,No,No,No,2,3.1,20,0.006909090909090909,28.6139,77.209
New Delhi,200,No,No,No,1,3.3,7,0.006363636363636364,28.6139,77.209
New Delhi,450,No,No,No,1,3.2,11,0.0,28.6139,77.209
New Delhi,450,No,Yes,No,1,2.8,13,0.007,28.6139,77.209
New Delhi,100,No,No,No,1,0.0,0,0.02733333333333333,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,0,0.011333333333333332,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,0,0.010666666666666668,28.6139,77.209
New Delhi,250,No,No,No,1,0.0,0,0.0055,28.6139,77.209
New Delhi,700,No,No,No,2,0.0,0,0.0066,28.6139,77.209
New Delhi,400,No,No,No,1,0.0,0,0.005636363636363636,28.6139,77.209
New Delhi,400,No,No,No,1,4.2,762,0.0165,28.6139,77.209
New Delhi,250,No,No,No,1,2.8,8,0.0071111111111111115,28.6139,77.209
New Delhi,400,No,Yes,No,1,2.6,5,0.006222222222222222,28.6139,77.209
New Delhi,250,No,No,No,1,3.3,13,0.0,28.6139,77.209
New Delhi,400,No,No,No,1,3.1,24,0.0,28.6139,77.209
New Delhi,500,No,Yes,No,2,3.1,18,0.0,28.6139,77.209
New Delhi,350,No,No,No,1,2.9,13,0.0,28.6139,77.209
New Delhi,500,No,No,No,2,2.8,14,0.0,28.6139,77.209
New Delhi,250,No,No,No,1,3.0,74,0.0,28.6139,77.209
New Delhi,450,No,No,No,1,2.7,18,0.0105,28.6139,77.209
New Delhi,450,No,No,No,1,2.8,14,0.0112,28.6139,77.209
New Delhi,200,No,No,No,1,3.0,7,0.006500000000000001,28.6139,77.209
New Delhi,200,No,No,No,1,3.2,15,0.0132,28.6139,77.209
New Delhi,200,No,No,No,1,2.8,9,0.00775,28.6139,77.209
New Delhi,100,No,No,No,1,3.1,8,0.0062,28.6139,77.209
New Delhi,150,No,No,No,1,3.0,11,0.008285714285714285,28.6139,77.209
New Delhi,250,No,Yes,No,1,3.4,17,0.0056,28.6139,77.209
New Delhi,250,No,No,No,1,2.9,11,0.012,28.6139,77.209
New Delhi,700,No,No,No,2,2.6,46,0.006,28.6139,77.209
New Delhi,600,No,Yes,No,2,2.6,10,0.006222222222222222,28.6139,77.209
New Delhi,250,No,Yes,No,1,3.2,4,0.015,28.6139,77.209
New Delhi,200,No,Yes,No,1,3.4,188,0.016,28.6139,77.209
New Delhi,200,No,No,No,1,3.0,9,0.013999999999999999,28.6139,77.209
New Delhi,500,No,Yes,No,2,2.6,8,0.031,28.6139,77.209
New Delhi,400,No,No,No,1,3.1,7,0.02,28.6139,77.209
New Delhi,500,No,Yes,No,2,2.7,64,0.0136,28.6139,77.209
New Delhi,400,No,No,No,1,3.3,61,0.0116,28.6139,77.209
New Delhi,300,No,No,No,1,3.0,13,0.0037142857142857142,28.6139,77.209
New Delhi,600,No,No,No,2,2.9,7,0.004333333333333333,28.6139,77.209
New Delhi,900,No,Yes,No,2,3.4,31,0.0128,28.6139,77.209
New Delhi,300,No,Yes,No,1,3.0,8,0.017,28.6139,77.209
New Delhi,200,No,No,No,1,2.8,8,0.015,28.6139,77.209
New Delhi,500,No,Yes,No,2,2.9,17,0.0052,28.6139,77.209
New Delhi,400,No,No,No,1,2.8,34,0.00775,28.6139,77.209
New Delhi,300,No,No,No,1,3.3,29,0.0054,28.6139,77.209
New Delhi,350,No,No,No,1,3.1,21,0.00825,28.6139,77.209
New Delhi,200,No,Yes,No,1,2.8,7,0.01,28.6139,77.209
New Delhi,500,No,No,No,2,2.7,25,0.004833333333333334,28.6139,77.209
New Delhi,300,No,No,No,1,3.4,31,0.0037777777777777775,28.6139,77.209
New Delhi,350,No,No,No,1,3.0,10,0.01,28.6139,77.209
New Delhi,300,No,Yes,No,1,3.2,23,0.013999999999999999,28.6139,77.209
New Delhi,350,No,No,No,1,3.1,7,0.0058,28.6139,77.209
New Delhi,250,No,No,No,1,3.1,13,0.006999999999999999,28.6139,77.209
New Delhi,250,No,No,No,1,3.1,10,0.011,28.6139,77.209
New Delhi,600,No,Yes,No,2,3.5,22,0.008857142857142857,28.6139,77.209
New Delhi,500,No,Yes,No,2,3.5,66,0.013999999999999999,28.6139,77.209
New Delhi,200,No,No,No,1,3.8,70,0.0054,28.6139,77.209
New Delhi,600,No,Yes,No,2,3.8,270,0.011333333333333332,28.6139,77.209
New Delhi,800,No,Yes,No,2,3.7,40,0.008571428571428572,28.6139,77.209
New Delhi,500,No,No,No,2,3.5,54,0.010666666666666668,28.6139,77.209
New Delhi,500,No,No,No,2,0.0,3,0.008857142857142857,28.6139,77.209
New Delhi,250,No,No,No,1,0.0,0,0.0124,28.6139,77.209
New Delhi,350,No,No,No,1,0.0,0,0.0124,28.6139,77.209
New Delhi,350,No,No,No,1,0.0,0,0.005833333333333334,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,0,0.007,28.6139,77.209
New Delhi,800,No,Yes,No,2,2.4,41,0.019,28.6139,77.209
New Delhi,400,No,Yes,No,1,2.1,121,0.006333333333333333,28.6139,77.209
New Delhi,500,No,Yes,No,2,2.2,120,0.004625000000000001,28.6139,77.209
New Delhi,800,No,Yes,No,2,4.1,675,0.007,28.6139,77.209
New Delhi,2000,No,No,No,4,3.3,20,0.0,28.6139,77.209
New Delhi,5000,Yes,No,No,4,3.5,114,0.0,28.6139,77.209
New Delhi,2000,No,No,No,4,3.9,90,0.0,28.6139,77.209
New Delhi,3000,Yes,No,No,4,3.5,39,0.0,28.6139,77.209
New Delhi,4500,Yes,No,No,4,3.8,273,0.0,28.6139,77.209
New Delhi,4500,Yes,No,No,4,4.0,189,0.003,28.6139,77.209
New Delhi,1000,Yes,No,No,3,3.5,26,0.00525,28.6139,77.209
New Delhi,600,No,No,No,2,2.5,66,0.0044,28.6139,77.209
New Delhi,650,No,No,No,2,3.1,15,0.005124999999999999,28.6139,77.209
New Delhi,650,No,No,No,2,3.1,81,0.00165,28.6139,77.209
New Delhi,400,No,No,No,1,3.3,205,0.0007,28.6139,77.209
New Delhi,1000,Yes,No,No,3,3.1,54,0.00195,28.6139,77.209
New Delhi,700,No,No,No,2,2.5,81,0.0011666666666666668,28.6139,77.209
New Delhi,650,No,Yes,No,2,3.2,67,0.0008444444444444444,28.6139,77.209
New Delhi,150,No,No,No,1,2.9,8,0.0008888888888888889,28.6139,77.209
New Delhi,1000,Yes,Yes,No,3,2.6,72,0.0035,28.6139,77.209
New Delhi,250,No,No,No,1,3.4,51,0.004166666666666667,28.6139,77.209
New Delhi,700,No,Yes,No,2,3.2,75,0.0047692307692307695,28.6139,77.209
New Delhi,250,No,No,No,1,2.7,27,0.0047692307692307695,28.6139,77.209
New Delhi,200,No,No,No,1,3.2,15,0.00825,28.6139,77.209
New Delhi,400,No,No,No,1,2.6,32,0.0031,28.6139,77.209
New Delhi,1500,Yes,No,No,3,3.0,7,0.0035714285714285713,28.6139,77.209
New Delhi,450,No,No,No,1,2.9,49,0.004923076923076923,28.6139,77.209
New Delhi,400,No,No,No,1,3.1,12,0.019333333333333334,28.6139,77.209
New Delhi,500,No,No,No,2,2.6,26,0.0026,28.6139,77.209
New Delhi,250,No,No,No,1,3.3,25,0.0136,28.6139,77.209
New Delhi,350,No,No,No,1,2.9,12,0.004571428571428572,28.6139,77.209
New Delhi,850,Yes,No,No,2,2.5,55,0.0108,28.6139,77.209
New Delhi,1000,Yes,No,No,3,3.2,18,0.016,28.6139,77.209
New Delhi,700,No,Yes,No,2,3.4,98,0.006500000000000001,28.6139,77.209
New Delhi,200,No,No,No,1,3.1,8,0.002,28.6139,77.209
New Delhi,350,No,No,No,1,2.9,6,0.0064444444444444445,28.6139,77.209
New Delhi,400,No,No,No,1,2.7,10,0.00775,28.6139,77.209
New Delhi,700,Yes,Yes,No,2,3.3,171,0.0052,28.6139,77.209
New Delhi,500,No,Yes,No,2,3.2,66,0.0132,28.6139,77.209
New Delhi,600,No,No,No,2,3.1,11,0.008285714285714285,28.6139,77.209
New Delhi,2200,Yes,No,No,4,3.1,10,0.0029411764705882353,28.6139,77.209
New Delhi,300,No,No,No,1,3.6,26,0.0032,28.6139,77.209
New Delhi,500,No,No,No,2,3.5,14,0.004857142857142857,28.6139,77.209
New Delhi,400,No,Yes,No,1,3.8,330,0.0155,28.6139,77.209
New Delhi,1000,No,Yes,No,3,3.8,25,0.008285714285714285,28.6139,77.209
New Delhi,2000,Yes,Yes,No,4,3.7,393,0.006750000000000001,28.6139,77.209
New Delhi,300,No,Yes,No,1,3.9,200,0.004714285714285714,28.6139,77.209
New Delhi,1800,Yes,Yes,No,3,3.5,148,0.0064,28.6139,77.209
New Delhi,600,No,No,No,2,3.8,202,0.005166666666666667,28.6139,77.209
New Delhi,300,No,No,No,1,3.6,58,0.001409090909090909,28.6139,77.209
New Delhi,1000,Yes,No,No,3,0.0,2,0.012,28.6139,77.209
New Delhi,450,No,No,No,1,2.3,52,0.007,28.6139,77.209
New Delhi,2900,Yes,No,No,4,4.1,665,0.0095,28.6139,77.209
New Delhi,2100,Yes,No,No,4,4.1,278,0.0038,28.6139,77.209
New Delhi,1000,No,No,No,3,4.1,3495,0.00185,28.6139,77.209
New Delhi,500,No,No,No,2,2.8,8,0.013,28.6139,77.209
New Delhi,450,No,No,No,1,3.0,63,0.0019444444444444444,28.6139,77.209
New Delhi,400,No,No,No,1,3.3,13,0.006333333333333333,28.6139,77.209
New Delhi,500,No,No,No,2,2.7,19,0.012,28.6139,77.209
New Delhi,700,No,No,No,2,3.1,55,0.0,28.6139,77.209
New Delhi,550,No,No,No,2,3.1,53,0.0051111111111111105,28.6139,77.209
New Delhi,300,No,No,No,1,2.9,13,0.0014137931034482758,28.6139,77.209
New Delhi,150,No,No,No,1,2.9,7,0.0019523809523809522,28.6139,77.209
New Delhi,500,No,No,No,2,3.2,19,0.0040999999999999995,28.6139,77.209
New Delhi,2000,Yes,No,No,4,3.7,131,0.0056,28.6139,77.209
New Delhi,200,No,No,No,1,3.6,25,0.006666666666666667,28.6139,77.209
New Delhi,1000,Yes,No,No,3,3.8,194,0.00825,28.6139,77.209
New Delhi,450,No,No,No,1,3.7,162,0.0054,28.6139,77.209
New Delhi,400,No,No,No,1,0.0,1,0.004428571428571428,28.6139,77.209
New Delhi,250,No,No,No,1,0.0,2,0.005636363636363636,28.6139,77.209
New Delhi,400,No,No,No,1,0.0,0,0.009666666666666667,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,0,0.019333333333333334,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,2,0.0064,28.6139,77.209
New Delhi,2600,Yes,Yes,No,4,4.2,2549,0.00185,28.6139,77.209
New Delhi,400,No,No,No,1,2.7,11,0.018000000000000002,28.6139,77.209
New Delhi,200,No,No,No,1,2.9,5,0.0038,28.6139,77.209
New Delhi,1000,Yes,No,No,3,2.9,7,0.008222222222222223,28.6139,77.209
New Delhi,200,No,No,No,1,2.7,14,0.0,28.6139,77.209
New Delhi,600,No,No,No,2,2.9,6,0.0,28.6139,77.209
New Delhi,550,No,No,No,2,3.0,5,0.0,28.6139,77.209
New Delhi,300,No,No,No,1,3.2,17,0.0,28.6139,77.209
New Delhi,600,No,Yes,No,2,2.5,6,0.0,28.6139,77.209
New Delhi,600,No,No,No,2,3.1,16,0.0016153846153846155,28.6139,77.209
New Delhi,400,No,No,No,1,3.1,12,0.006750000000000001,28.6139,77.209
New Delhi,600,No,No,No,2,2.9,11,0.014499999999999999,28.6139,77.209
New Delhi,700,No,No,No,2,3.1,6,0.0029,28.6139,77.209
New Delhi,950,Yes,No,No,2,2.8,17,0.013500000000000002,28.6139,77.209
New Delhi,800,Yes,No,No,2,3.0,22,0.004833333333333334,28.6139,77.209
New Delhi,550,No,No,No,2,3.0,5,0.005454545454545455,28.6139,77.209
New Delhi,500,No,No,No,2,3.1,8,0.010666666666666668,28.6139,77.209
New Delhi,900,Yes,No,No,2,2.8,10,0.004166666666666667,28.6139,77.209
New Delhi,500,No,No,No,2,2.9,15,0.005166666666666667,28.6139,77.209
New Delhi,900,Yes,No,No,2,2.9,6,0.00775,28.6139,77.209
New Delhi,300,No,No,No,1,2.8,5,0.004833333333333334,28.6139,77.209
New Delhi,550,No,No,No,2,2.9,5,0.004428571428571428,28.6139,77.209
New Delhi,1000,Yes,No,No,3,3.1,16,0.0029473684210526313,28.6139,77.209
New Delhi,200,No,No,No,1,2.9,5,0.00375,28.6139,77.209
New Delhi,450,No,No,No,1,2.9,6,0.005454545454545455,28.6139,77.209
New Delhi,700,No,No,No,2,3.9,23,0.0062,28.6139,77.209
New Delhi,150,No,No,No,1,0.0,0,0.003111111111111111,28.6139,77.209
New Delhi,500,No,No,No,2,0.0,0,0.0058,28.6139,77.209
New Delhi,350,No,No,No,1,0.0,0,0.0032222222222222222,28.6139,77.209
New Delhi,150,No,No,No,1,0.0,1,0.009333333333333332,28.6139,77.209
New Delhi,200,No,No,No,1,0.0,1,0.005272727272727273,28.6139,77.209
New Delhi,250,No,No,No,1,0.0,0,0.0031,28.6139,77.209
New Delhi,600,No,Yes,No,2,0.0,0,0.014499999999999999,28.6139,77.209
New Delhi,100,No,No,No,1,0.0,0,0.0064444444444444445,28.6139,77.209
New Delhi,1000,No,No,No,3,0.0,0,0.005571428571428571,28.6139,77.209
New Delhi,600,No,No,No,2,0.0,0,0.0,28.6139,77.209
New Delhi,150,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,2,0.0,28.6139,77.209
New Delhi,650,No,No,No,2,0.0,0,0.0,28.6139,77.209
New Delhi,600,No,No,No,2,0.0,2,0.0,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,1,0.0,28.6139,77.209
New Delhi,350,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,150,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,350,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,100,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,400,No,No,No,1,0.0,3,0.0,28.6139,77.209
New Delhi,450,No,No,No,1,0.0,3,0.0,28.6139,77.209
New Delhi,350,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,250,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,500,No,No,No,2,0.0,1,0.0,28.6139,77.209
New Delhi,250,No,No,No,1,0.0,2,0.0,28.6139,77.209
New Delhi,500,No,No,No,2,0.0,0,0.0,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,150,No,No,No,1,0.0,2,0.0,28.6139,77.209
New Delhi,500,No,No,No,2,0.0,1,0.0,28.6139,77.209
New Delhi,250,No,No,No,1,0.0,2,0.0,28.6139,77.209
New Delhi,450,No,No,No,1,0.0,1,0.0,28.6139,77.209
New Delhi,500,No,No,No,2,0.0,1,0.0,28.6139,77.209
New Delhi,450,No,No,No,1,0.0,2,0.0,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,1,0.0,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,1,0.0,28.6139,77.209
New Delhi,250,No,No,No,1,0.0,2,0.0,28.6139,77.209
New Delhi,150,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,250,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,1000,Yes,No,No,3,0.0,0,0.0,28.6139,77.209
New Delhi,350,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,200,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,150,No,No,No,1,0.0,1,0.0,28.6139,77.209
New Delhi,2000,Yes,No,No,4,2.7,17,0.0,28.6139,77.209
New Delhi,3200,Yes,No,No,4,3.4,39,0.0,28.6139,77.209
New Delhi,3000,Yes,No,No,4,3.3,57,0.0,28.6139,77.209
New Delhi,500,No,No,No,2,3.0,8,0.0,28.6139,77.209
New Delhi,500,No,No,No,2,3.2,13,0.0,28.6139,77.209
New Delhi,450,No,No,No,1,3.1,7,0.0,28.6139,77.209
New Delhi,450,No,No,No,1,3.1,8,0.0,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,400,No,No,No,1,0.0,1,0.0,28.6139,77.209
New Delhi,400,No,No,No,1,0.0,0,0.00135,28.6139,77.209
New Delhi,600,No,No,No,2,0.0,0,0.0010625,28.6139,77.209
New Delhi,400,No,No,No,1,0.0,3,0.0010999999999999998,28.6139,77.209
New Delhi,500,No,No,No,2,0.0,0,0.006,28.6139,77.209
New Delhi,550,No,No,No,2,0.0,0,0.0064,28.6139,77.209
New Delhi,250,No,No,No,1,0.0,0,0.006888888888888889,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,0,0.006888888888888889,28.6139,77.209
New Delhi,400,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,600,No,No,No,2,0.0,1,0.0,28.6139,77.209
New Delhi,400,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,300,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,450,No,No,No,1,0.0,3,0.0,28.6139,77.209
New Delhi,500,No,No,No,2,0.0,0,0.0,28.6139,77.209
New Delhi,350,No,No,No,1,0.0,0,0.0,28.6139,77.209
New Delhi,600,No,No,No,2,0.0,1,0.0,28.6139,77.209
New Delhi,700,No,Yes,No,2,3.2,93,0.0,28.6139,77.209
New Delhi,400,No,No,No,1,3.3,78,0.0,28.6139,77.209
New Delhi,450,No,No,No,1,3.1,7,0.0,28.6139,77.209
New Delhi,450,No,No,No,1,2.5,52,0.0,28.6139,77.209
New Delhi,1550,Yes,Yes,No,3,3.3,191,0.0,28.6139,77.209
New Delhi,500,No,No,No,2,3.4,75,0.0,28.6139,77.209
New Delhi,350,No,No,No,1,3.3,51,0.0,28.6139,77.209
New Delhi,650,No,Yes,No,2,3.3,35,0.0,28.6139,77.209
New Delhi,800,No,Yes,No,2,3.4,297,0.0,28.6139,77.209
New Delhi,800,No,No,No,2,3.2,245,0.004571428571428572,28.6139,77.209
New Delhi,650,No,Yes,No,2,2.7,68,0.00825,28.6139,77.209
New Delhi,500,No,No,No,2,3.3,105,0.006888888888888889,28.6139,77.209
New Delhi,200,No,Yes,No,1,3.4,45,0.005555555555555556,28.6139,77.209
New Delhi,800,Yes,Yes,No,2,3.0,183,0.002129032258064516,28.6139,77.209
New Delhi,200,No,No,No,1,3.0,15,0.0068,28.6139,77.209
New Delhi,400,No,Yes,No,1,2.8,75,0.009428571428571429,28.6139,77.209
New Delhi,400,No,Yes,No,1,3.2,17,0.005076923076923077,28.6139,77.209
New Delhi,300,No,Yes,No,1,3.3,20,0.00425,28.6139,77.209
New Delhi,300,No,No,No,1,3.4,214,0.004,28.6139,77.209
New Delhi,600,No,Yes,No,2,2.6,146,0.004153846153846154,28.6139,77.209
New Delhi,250,No,Yes,No,1,3.4,103,0.0066,28.6139,77.209
New Delhi,550,No,Yes,No,2,3.3,250,0.017,28.6139,77.209
New Delhi,800,No,Yes,No,2,3.4,50,0.00375,28.6139,77.209
New Delhi,400,No,No,No,1,3.2,14,0.015,28.6139,77.209
New Delhi,800,No,Yes,No,2,2.8,120,0.006999999999999999,28.6139,77.209
New Delhi,700,No,Yes,No,2,3.0,34,0.008,28.6139,77.209
New Delhi,150,No,Yes,No,1,3.3,62,0.011,28.6139,77.209
New Delhi,500,No,Yes,No,2,3.4,218,0.011333333333333332,28.6139,77.209
New Delhi,800,No,Yes,No,2,3.4,217,0.004333333333333333,28.6139,77.209
New Delhi,500,No,Yes,No,2,2.8,183,0.0136,28.6139,77.209
New Delhi,850,Yes,Yes,No,2,3.4,155,0.005999999999999999,28.6139,77.209
New Delhi,800,Yes,Yes,No,2,2.8,198,0.00425,28.6139,77.209
New Delhi,600,No,Yes,Yes,2,3.4,485,0.008,28.6139,77.209
New Delhi,600,No,Yes,Yes,2,3.2,134,0.0034999999999999996,28.6139,77.209
New Delhi,350,No,Yes,No,1,3.3,37,0.004285714285714286,28.6139,77.209
New Delhi,600,No,Yes,No,2,3.6,61,0.022,28.6139,77.209
New Delhi,900,No,Yes,No,2,3.5,226,0.0068,28.6139,77.209
New Delhi,500,No,Yes,No,2,3.9,100,0.00425,28.6139,77.209
New Delhi,1000,No,Yes,No,3,3.9,113,0.0056,28.6139,77.209
New Delhi,850,No,Yes,No,2,3.9,50,0.004,28.6139,77.209
New Delhi,650,No,Yes,No,2,3.8,306,0.0034999999999999996,28.6139,77.209
New Delhi,750,No,Yes,No,2,3.5,361,0.005666666666666666,28.6139,77.209
New Delhi,600,No,Yes,No,2,3.6,290,0.005333333333333334,28.6139,77.209
New Delhi,800,No,Yes,No,2,3.7,93,0.009428571428571429,28.6139,77.209
New Delhi,400,No,Yes,No,1,3.7,370,0.006,28.6139,77.209
New Delhi,700,No,Yes,No,2,3.8,55,0.0038888888888888888,28.6139,77.209
New Delhi,600,No,Yes,No,2,3.7,132,0.0078,28.6139,77.209
New Delhi,400,No,Yes,No,1,3.7,145,0.0039,28.6139,77.209
New Delhi,250,No,No,No,1,3.8,45,0.004588235294117647,28.6139,77.209
New Delhi,350,No,No,No,1,3.5,52,0.0058461538461538455,28.6139,77.209
New Delhi,500,No,Yes,No,2,3.7,99,0.004666666666666667,28.6139,77.209
